app,variable,treatment,value
YouTube Music,high,high_v3_download,200.77056
YouTube Music,high,high_v3_download,200.77056
YouTube Music,high,high_v3_download,200.77056
YouTube Music,high,high_v3_download,202.33908
YouTube Music,high,high_v3_download,202.33908
YouTube Music,high,high_v3_download,202.33908
YouTube Music,high,high_v3_download,202.33908
YouTube Music,high,high_v3_download,202.33908
YouTube Music,high,high_v3_download,202.33908
YouTube Music,high,high_v3_download,202.33908
YouTube Music,high,high_v3_download,202.33908
YouTube Music,high,high_v3_download,202.33908
YouTube Music,high,high_v3_download,202.33908
YouTube Music,high,high_v3_download,202.33908
YouTube Music,high,high_v3_download,203.9076
YouTube Music,high,high_v3_download,203.9076
YouTube Music,high,high_v3_download,203.9076
YouTube Music,high,high_v3_wifi,186.9966
YouTube Music,high,high_v3_wifi,197.9964
YouTube Music,high,high_v3_wifi,197.9964
YouTube Music,high,high_v3_wifi,197.9964
YouTube Music,high,high_v3_wifi,197.9964
YouTube Music,high,high_v3_wifi,197.9964
YouTube Music,high,high_v3_wifi,199.5678
YouTube Music,high,high_v3_wifi,199.5678
YouTube Music,high,high_v3_wifi,199.5678
YouTube Music,high,high_v3_wifi,199.5678
YouTube Music,high,high_v3_wifi,199.5678
YouTube Music,high,high_v3_wifi,199.5678
YouTube Music,high,high_v3_wifi,199.5678
YouTube Music,high,high_v3_wifi,199.5678
YouTube Music,high,high_v3_wifi,199.5678
YouTube Music,high,high_v3_wifi,199.5678
YouTube Music,high,high_v3_wifi,199.5678
YouTube Music,high,high_v3_wifi,199.5678
YouTube Music,high,high_v3_wifi,199.5678
YouTube Music,high,high_v3_wifi,199.5678
YouTube Music,high,high_v3_wifi,199.5678
YouTube Music,high,high_v3_wifi,199.5678
YouTube Music,high,high_v3_wifi,199.5678
YouTube Music,high,high_v3_wifi,199.5678
YouTube Music,high,high_v3_wifi,199.5678
YouTube Music,high,high_v3_wifi,201.1392
YouTube Music,high,high_v3_wifi,201.1392
YouTube Music,high,high_v3_wifi,201.1392
YouTube Music,high,high_v3_wifi,201.1392
YouTube Music,high,high_v3_wifi,202.7106
YouTube Music,high,high_v2_download,149.479956
YouTube Music,high,high_v2_download,152.773848
YouTube Music,high,high_v2_download,194.49648
YouTube Music,high,high_v2_download,199.20204
YouTube Music,high,high_v2_download,199.20204
YouTube Music,high,high_v2_download,199.20204
YouTube Music,high,high_v2_download,199.20204
YouTube Music,high,high_v2_download,199.20204
YouTube Music,high,high_v2_download,199.20204
YouTube Music,high,high_v2_download,200.77056
YouTube Music,high,high_v2_download,200.77056
YouTube Music,high,high_v2_download,200.77056
YouTube Music,high,high_v2_download,200.77056
YouTube Music,high,high_v2_download,200.77056
YouTube Music,high,high_v2_download,200.77056
YouTube Music,high,high_v2_download,200.77056
YouTube Music,high,high_v2_download,202.33908
YouTube Music,high,high_v2_download,202.33908
YouTube Music,high,high_v2_download,202.33908
YouTube Music,high,high_v2_download,202.33908
YouTube Music,high,high_v2_download,202.33908
YouTube Music,high,high_v2_download,202.33908
YouTube Music,high,high_v2_download,202.33908
YouTube Music,high,high_v2_download,202.33908
YouTube Music,high,high_v2_download,202.33908
YouTube Music,high,high_v2_download,202.33908
YouTube Music,high,high_v2_download,202.33908
YouTube Music,high,high_v2_download,203.9076
YouTube Music,high,high_v2_download,203.9076
YouTube Music,high,high_v2_download,203.9076
YouTube Music,high,high_v1_download,153.702864
YouTube Music,high,high_v1_download,184.82256
YouTube Music,high,high_v1_download,192.72096
YouTube Music,high,high_v1_download,197.46
YouTube Music,high,high_v1_download,197.46
YouTube Music,high,high_v1_download,197.46
YouTube Music,high,high_v1_download,199.03968
YouTube Music,high,high_v1_download,199.03968
YouTube Music,high,high_v1_download,199.03968
YouTube Music,high,high_v1_download,199.03968
YouTube Music,high,high_v1_download,199.03968
YouTube Music,high,high_v1_download,199.03968
YouTube Music,high,high_v1_download,199.03968
YouTube Music,high,high_v1_download,199.03968
YouTube Music,high,high_v1_download,199.03968
YouTube Music,high,high_v1_download,199.03968
YouTube Music,high,high_v1_download,199.03968
YouTube Music,high,high_v1_download,199.03968
YouTube Music,high,high_v1_download,199.03968
YouTube Music,high,high_v1_download,199.03968
YouTube Music,high,high_v1_download,199.03968
YouTube Music,high,high_v1_download,199.03968
YouTube Music,high,high_v1_download,200.61936
YouTube Music,high,high_v1_download,200.61936
YouTube Music,high,high_v1_download,200.61936
YouTube Music,high,high_v1_download,200.61936
YouTube Music,high,high_v1_download,202.19904
YouTube Music,high,high_v1_download,205.3584
YouTube Music,high,high_v1_download,206.93808
YouTube Music,high,high_v1_download,206.93808
YouTube Music,high,high_v1_wifi,185.1174
YouTube Music,high,high_v1_wifi,194.6106
YouTube Music,high,high_v1_wifi,196.1928
YouTube Music,high,high_v1_wifi,197.775
YouTube Music,high,high_v1_wifi,197.775
YouTube Music,high,high_v1_wifi,197.775
YouTube Music,high,high_v1_wifi,197.775
YouTube Music,high,high_v1_wifi,197.775
YouTube Music,high,high_v1_wifi,197.775
YouTube Music,high,high_v1_wifi,197.775
YouTube Music,high,high_v1_wifi,197.775
YouTube Music,high,high_v1_wifi,197.775
YouTube Music,high,high_v1_wifi,197.775
YouTube Music,high,high_v1_wifi,197.775
YouTube Music,high,high_v1_wifi,197.775
YouTube Music,high,high_v1_wifi,197.775
YouTube Music,high,high_v1_wifi,199.3572
YouTube Music,high,high_v1_wifi,199.3572
YouTube Music,high,high_v1_wifi,199.3572
YouTube Music,high,high_v1_wifi,199.3572
YouTube Music,high,high_v1_wifi,199.3572
YouTube Music,high,high_v1_wifi,199.3572
YouTube Music,high,high_v1_wifi,199.3572
YouTube Music,high,high_v1_wifi,199.3572
YouTube Music,high,high_v1_wifi,199.3572
YouTube Music,high,high_v1_wifi,199.3572
YouTube Music,high,high_v1_wifi,199.3572
YouTube Music,high,high_v1_wifi,199.3572
YouTube Music,high,high_v1_wifi,199.3572
YouTube Music,high,high_v1_wifi,202.5216
